ID,Nombre,Habitaciones,Parcelas,Plazas,Cabañas,Fecha Inscripción,Departamento,Clasificación,Localidad
1199,COMPLEJO RIO AZUL 2,0,0,0,5,25/08/2025,San Rafael,Hospedaje,VALLE GRANDE
1200,COMPLEJO RIO AZUL 1,0,0,0,0,25/08/2025,San Rafael,Hospedaje,VALLE GRANDE
1201,CABAÑAS AGATA,0,0,36,8,29/10/2024,San Rafael,Hospedaje,EL NIHUIL
1202,ZOMEI,15,0,35,0,02/09/2025,Capital,Hospedaje,1A. SECCION
1203,DOMOS USPALLATA,5,0,14,0,03/09/2025,Las Heras,Glamping,USPALLATA
1204,COMPLEJO SOL Y VALLE,25,1,92,24,11/09/2025,San Rafael,Hospedaje,SAN RAFAEL
1205,HOSTAL DE LOS ANDES,16,0,96,16,18/09/2025,Guaymallen,Posada,RODEO DE LA CRUZ
1206,DEPARTAMENTOS URBANOS,0,0,0,0,25/09/2025,Tunuyan,Hospedaje,TUNUYAN
1207,VALLE ANDINO HOTEL DE MONTAÑA,26,0,60,0,14/10/2025,Las Heras,Hospedaje,USPALLATA
1208,LOS ABEDULES,1,0,1,1,15/10/2025,Malargue,Hospedaje,CAÑADA COLORADA
1209,NUEVO CENTRO HOTEL MENDOZA,25,0,62,0,27/10/2025,Capital,Hospedaje,5A. SECCION
1210,LOS CARDOS LOGDE Y GLAMBING,4,1,30,4,06/11/2025,Malargue,Hospedaje,MALARGUE
1211,HOTEL ANDES INN,23,0,129,0,25/11/2025,San Rafael,Hospedaje,LAS PAREDES
1212,LAS PALMEIRAS,1,0,4,1,04/02/2025,Gral. Alvear,Hospedaje,EL JUNCALITO
